index,sentence,year,label,pred_labels,Matches,,,,
119,I would describe some measures of wage growth as having moved up some.,2015,2,1,0,,,,
578,"Nonetheless, participants noted a risk that the drop-back in inflation could be slower or more limited than the Committee would find desirable since resource utilization was currently tight and the pickup in price increases had been broadly based rather than being limited to a few specific sectors that could be linked to energy costs.",2019,1,1,1,,,,
612,"Operationally, maintaining price stability requires abiding by the Taylor principle of raising nominal interest rates more than one for one in response to movements in inflation, especially those movements perceived as persistent.",2001,2,1,0,,,,
114,"I mean, it really depends on how long it takes for wages and, more than that, prices to come down for inflation to come down.",2019,1,2,0,,,,
646,"Participants generally expected that, over the medium term, real economic activity would increase at a pace sufficient to lead to a further gradual decline in the unemployment rate toward levels consistent with the Committee's objective of maximum employment.",2011,1,2,0,,,,
177,Our current framework for implementing monetary policy is working very well.,2021,2,2,1,,,,
611,"Operating Strategies and the FOMC Meeting Now that we appreciate the challenging nature of monetary policy, we are ready to develop a strategy for implementing open market operations.",2001,2,2,1,,,,
65,"As far as—as the policy rate, what we’ve said is that we will maintain the rate at this level until we’re confident that the economy has weathered recent events and is on track to achieve our maximum employment and price stability goals.",2017,2,2,1,,,,
486,"Information on the price expectations of businesses--who are, after all, the price setters in the first instance--as well as information on nominal wage expectations is particularly scarce.",1998,2,2,1,,,,
733,"The authorsâ€™ principal empirical finding is that the onset and, to a lesser degree, the end of the Great Inflation were closely synchronized across a number of countries.",2021,2,2,1,,,,
574,"Nevertheless, the role of this consideration in inflation dynamics should not be overlooked or underestimated.",1999,2,2,1,,,,
544,"Moreover, the absence of significant growth in employment, should it persist, could at some point have significant adverse repercussions on consumer spending.",2011,0,0,1,,,,
118,"Broad equity price indexes decreased slightly, on net, as substantial early gains arising from investors' improved perceptions about the inflation outlook and better-than-feared second-quarter earnings were more than offset by later losses arising from expectations that the Committee would follow a more restrictive policy than previously expected.",2011,1,1,1,,,,
80,"Another reason for the reliance on judgment in the forecasting process is the practical requirement that the forecast for inflation be consistent with the staff's overall view of the economy, including the forecasts for key economic variables such as wages, interest rates, and consumption spending.",2022,2,2,1,,,,
443,"Job gains had been strong, on average, in recent months, and the unemployment rate had remained low.",2005,1,2,0,,,,
255,The unemployment rate was 3.5 percent in February and has been at or near half-century lows for almost two years.,2015,2,2,1,,,,
180,"Employment continued to expand unevenly, while labor productivity remained on a strong upward trend.",2005,1,2,0,,,,
912,Together these structural changes would imply that the economy can now operate at a lower unemployment rate and at a higher growth rate than previously without inflationary consequences.,2019,0,0,1,,,,
447,"In the simplest version of his model, Bill assumed that the central bank could choose to specify its monetary policy actions in terms of a particular level of a monetary aggregate or a particular value of a short-term nominal interest rate.",2021,2,2,1,,,,
