sentence,date
"Then we should travel down the curve from point A to point B.8 The unemployment rate will increase, but only somewhat because labor demand is still strongâ€”just not as strongâ€”and because when the labor market is very tight, as it is now, vacancies generate relatively few hires.",2022-05-30
"Thus, reducing vacancies from an extremely high level to a lower (but still strong) level has a relatively limited effect on hiring and on unemployment.",2022-05-30
"Now, I also show the January 2019 observation of vacancies and unemployment.",2022-05-30
"As you can see, moving from the March 2022 observation to the January 2019 observation is not that different from the change in the unemployment rate predicted by my estimated Beveridge curve, which suggests the predicted small increase in unemployment is a plausible outcome to policy tightening.",2022-05-30
"If labor demand cools, will separations increase and shift the curve outward, increasing unemployment further?",2022-05-30
"Instead, changes in labor demand appear to be reflected primarily in changes in vacancies.",2022-05-30
"Now, it's certainly possible, even probable, that influences on the unemployment rate other than vacancies will change going forward.",2022-05-30
"Thus, I'm not arguing that the unemployment rate will end up exactly as the Beveridge curve I've drawn suggests.",2022-05-30
But I do think it quite plausible that the unemployment rate will end up in the vicinity of what the Beveridge curve currently predicts.,2022-05-30
"Another consideration is that non-linear dynamics could take hold if the unemployment rate increases by a certain amount, as suggested by the Sahm rule, which holds that recessions have in the past occurred whenever the three-month moving average of the unemployment rate rises 0.5 percentage point over its minimum rate over the previous 12 months.9 We certainly need to be alert to this possibility, but the past is not always prescriptive of the future.",2022-05-30
"To sum up, the relationship between vacancies and unemployment gives me reason to hope that policy tightening in current circumstances can tame inflation without causing a sharp increase in unemployment.",2022-05-30
"From this discussion, I am left optimistic that the strong labor market can handle higher rates without a significant increase in unemployment.",2022-05-30
